"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
NA,"LC717536.1",133,0,0,502,485,370,387,370,502,97,78878,"Tachysurus aurantiacus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Bagridae",NA,"Tachysurus",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"MZ272452.1",133,0,0,633,616,501,518,501,633,97,310915,"Pangasianodon hypophthalmus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Pangasiidae",NA,"Pangasianodon",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065097.1",133,0,0,633,616,501,518,501,633,97,796020,"Pangasius krempfi","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Pangasiidae",NA,"Pangasius",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065096.1",133,0,0,632,615,500,517,500,632,97,1769047,"Pangasius mekongensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Pangasiidae",NA,"Pangasius",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"LC717521.1",133,0,0,501,484,369,386,369,501,97,909843,"Plotosus japonicus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Plotosidae",NA,"Plotosus",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"MZ709295.1",135,1,0,624,607,490,507,490,624,99,1914712,"Acentronura tentaculata","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Acentronura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ709296.1",133,0,0,624,607,492,509,492,624,97,587046,"Cosmocampus elucens","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Cosmocampus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC717528.1",135,0,0,497,480,363,380,363,497,99,1147755,"Doryrhamphus japonicus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Doryrhamphus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ709297.1",134,0,0,624,607,491,508,491,624,98,109275,"Hippocampus algiricus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Hippocampinae","Hippocampus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ709299.1",134,0,0,626,609,493,510,493,626,98,109278,"Hippocampus camelopardalis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Hippocampinae","Hippocampus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ709300.1",134,0,0,624,607,491,508,491,624,98,109283,"Hippocampus hippocampus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Hippocampinae","Hippocampus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ709301.1",134,0,0,625,608,492,509,492,625,98,109290,"Hippocampus subelongatus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Hippocampinae","Hippocampus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ709302.1",134,0,0,623,606,490,507,490,623,98,109293,"Hippocampus zosterae","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Hippocampinae","Hippocampus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ709303.1",132,0,1,622,605,491,508,491,622,96,1828464,"Phoxocampus belcheri","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Phoxocampus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ709304.1",134,0,0,626,609,493,510,493,626,98,161469,"Phyllopteryx taeniolatus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Phyllopteryx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ709305.1",133,1,0,624,607,492,509,492,624,97,161585,"Syngnathus floridae","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Syngnathus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ709306.1",133,0,0,625,608,493,510,493,625,97,1073239,"Syngnathus pelagicus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Syngnathus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ709307.1",133,0,0,619,602,487,504,487,619,97,161590,"Syngnathus scovelli","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Syngnathus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC717545.1",134,0,0,503,486,370,387,370,503,98,245707,"Amanses scopas","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Tetraodontiformes","Monacanthidae",NA,"Amanses",NA,NA,NA,"Balistoidea",NA,NA,NA,NA,NA,NA
NA,"LC720451.1",135,0,0,486,469,352,369,352,486,99,1522386,"Gephyroberyx japonicus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Trachichthyiformes","Trachichthyidae",NA,"Gephyroberyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON840104.1",134,1,0,386,369,253,270,253,386,98,46261,"Morone mississippiensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii",NA,"Moronidae",NA,"Morone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OP046169.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046168.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046167.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046166.1",131,1,0,140,123,10,27,10,140,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046165.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046164.1",131,1,0,139,122,9,26,9,139,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046163.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046162.1",131,1,0,140,123,10,27,10,140,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046161.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046160.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046159.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046158.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046157.1",131,1,0,142,125,12,29,12,142,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046156.1",131,1,0,139,122,9,26,9,139,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046155.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046154.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046153.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046152.1",131,1,0,140,123,10,27,10,140,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046151.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046149.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046148.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046147.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046146.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046145.1",131,1,0,140,123,10,27,10,140,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046144.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046143.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046142.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046141.1",131,1,0,140,123,10,27,10,140,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046140.1",131,1,0,139,122,9,26,9,139,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046139.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046138.1",131,1,0,139,122,9,26,9,139,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046137.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046136.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046135.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046134.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046132.1",131,1,0,140,123,10,27,10,140,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046131.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046130.1",131,1,0,139,122,9,26,9,139,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046129.1",131,1,0,137,120,7,24,7,137,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046128.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046127.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046126.1",131,1,0,137,120,7,24,7,137,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046125.1",131,1,0,136,119,6,23,6,136,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046124.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046123.1",131,1,0,139,122,9,26,9,139,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046122.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046121.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046120.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046119.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046118.1",131,1,0,137,120,7,24,7,137,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046117.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046116.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046115.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046114.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046113.1",131,1,0,139,122,9,26,9,139,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046112.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046111.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"OP046110.1",131,1,0,141,124,11,28,11,141,95,8355,"Xenopus laevis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Pipidae","Xenopodinae","Xenopus",NA,NA,"Batrachia","Pipoidea",NA,NA,"Xenopus",NA,NA,NA
NA,"MZ427898.1",137,0,0,1844,1827,1708,1725,1708,1844,101,8845,"Anser cygnoides","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Anseriformes","Anatidae","Anserinae","Anser",NA,NA,"Galloanserae",NA,NA,NA,NA,NA,NA,NA
NA,"OL959345.1",138,0,0,1879,1862,1742,1759,1742,1879,102,9031,"Gallus gallus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Galliformes","Phasianidae","Phasianinae","Gallus",NA,NA,"Galloanserae",NA,NA,NA,NA,NA,NA,NA
NA,"OL959344.1",138,0,0,1879,1862,1742,1759,1742,1879,102,9031,"Gallus gallus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Galliformes","Phasianidae","Phasianinae","Gallus",NA,NA,"Galloanserae",NA,NA,NA,NA,NA,NA,NA
NA,"OL959343.1",138,0,0,1880,1863,1743,1760,1743,1880,102,9031,"Gallus gallus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Galliformes","Phasianidae","Phasianinae","Gallus",NA,NA,"Galloanserae",NA,NA,NA,NA,NA,NA,NA
NA,"OL959342.1",138,0,0,1879,1862,1742,1759,1742,1879,102,9031,"Gallus gallus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Galliformes","Phasianidae","Phasianinae","Gallus",NA,NA,"Galloanserae",NA,NA,NA,NA,NA,NA,NA
NA,"LC715365.1",137,0,0,662,645,526,543,526,662,101,1772037,"Phalacrocorax carbo","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Pelecaniformes","Phalacrocoracidae",NA,"Phalacrocorax",NA,NA,NA,NA,NA,"Phalacrocorax carbo hanedae",NA,NA,NA,NA
NA,"OP154142.1",134,0,1,356,339,223,240,223,356,98,303932,"Carcharhinus acronotus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Carcharhinus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"564735827","KF728380.1",134,0,1,644,627,511,528,511,644,98,303932,"Carcharhinus acronotus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Carcharhinus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1827514586","MT104516.1",134,0,1,643,626,510,527,510,643,98,495832,"Carcharhinus albimarginatus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Carcharhinus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
