"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxID","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species group","parvorder","varietas"
NA,"NC_062726.1",136,0,0,639,622,504,521,504,639,100,"2920500","Rhinogobius filamentosus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Rhinogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062784.1",134,0,0,631,614,498,515,498,631,98,"2920502","Rhinogobius lentiginis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Rhinogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062782.1",135,0,0,636,619,502,519,502,636,99,"2918298","Rhinogobius shennongensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Rhinogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062786.1",135,0,0,632,615,498,515,498,632,99,"2012948","Rhinogobius szechuanensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Rhinogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062781.1",136,0,0,633,616,498,515,498,633,100,"2175577","Rhinogobius wuyanlingensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Rhinogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062727.1",136,0,0,633,616,498,515,498,633,100,"2920501","Rhinogobius wuyiensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Rhinogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC685933.1",134,1,0,498,481,365,382,365,498,98,"47704","Neoniphon argenteus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Holocentriformes","Holocentridae","Holocentrinae","Neoniphon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_061044.1",135,1,0,634,617,500,517,500,634,99,"241329","Oxycheilinus unifasciatus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Labriformes","Labridae",NA,"Oxycheilinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM574772.1",135,0,1,623,606,489,506,489,623,99,"143894","Trachipterus trachypterus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Lampriformes","Trachipteridae",NA,"Trachipterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM574771.1",135,0,1,623,606,489,506,489,623,99,"143894","Trachipterus trachypterus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Lampriformes","Trachipteridae",NA,"Trachipterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM574770.1",135,0,1,623,606,489,506,489,623,99,"143894","Trachipterus trachypterus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Lampriformes","Trachipteridae",NA,"Trachipterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC689123.1",136,0,0,505,488,370,387,370,505,100,"181417","Chaunax abei","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Lophiiformes","Chaunacidae",NA,"Chaunax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC685929.1",136,1,0,505,488,370,387,370,505,100,"1519974","Diaphus suborbitalis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Myctophiformes","Myctophidae",NA,"Diaphus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC689124.1",136,1,0,504,487,369,386,369,504,100,"91653","Diaphus theta","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Myctophiformes","Myctophidae",NA,"Diaphus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_061376.1",136,0,0,638,621,503,520,503,638,100,"1843780","Typhlias pearsei","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Ophidiiformes","Bythitidae","Brosmophycinae","Typhlias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC604982.2",135,1,0,559,542,425,442,425,559,99,"2905919","Neosalangichthys ishikawae","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Osmeriformes","Salangidae",NA,"Neosalangichthys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062636.1",136,0,0,636,619,501,518,501,636,100,"223806","Synagrops philippinensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pempheriformes","Acropomatidae",NA,"Synagrops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC685934.1",136,0,0,501,484,366,383,366,501,100,"2478881","Epigonus atherinoides","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pempheriformes","Epigonidae",NA,"Epigonus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC685936.1",136,0,0,502,485,367,384,367,502,100,"1146959","Caracanthus unipinna","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Caracanthidae",NA,"Caracanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MT909786.1",135,0,1,625,608,491,508,491,625,99,"159716","Champsocephalus esox","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Channichthyidae",NA,"Champsocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM763870.1",135,0,0,13811,13794,13677,13694,13677,13811,99,"1042647","Liparis bathyarcticus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Liparidae",NA,"Liparis","Cottales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM763872.1",135,0,0,13514,13497,13380,13397,13380,13514,99,"2936623","Psedoliparis sp. RL-2022","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Liparidae",NA,"Psedoliparis","Cottales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM763871.1",135,0,0,13187,13170,13053,13070,13053,13187,99,"2059687","Pseudoliparis swirei","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Liparidae",NA,"Pseudoliparis","Cottales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062637.1",135,0,0,630,613,496,513,496,630,99,"1367108","Parabembras curtus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Parabembridae",NA,"Parabembras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062875.1",135,0,0,630,613,496,513,496,630,99,"283026","Pholis picta","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Pholidae","Pholinae","Pholis","Zoarcales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062695.1",135,0,0,630,613,496,513,496,630,99,"986104","Askoldia variegata","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Stichaeidae","Opisthocentrinae","Askoldia","Zoarcales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062698.1",135,0,0,630,613,496,513,496,630,99,"1317004","Kasatkia memorabilis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Stichaeidae","Opisthocentrinae","Kasatkia","Zoarcales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062676.1",135,0,0,630,613,496,513,496,630,99,"986102","Opisthocentrus zonope","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Stichaeidae","Opisthocentrinae","Opisthocentrus","Zoarcales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062694.1",135,0,0,630,613,496,513,496,630,99,"470928","Pholidapus dybowskii","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Stichaeidae","Opisthocentrinae","Pholidapus","Zoarcales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062697.1",135,0,0,630,613,496,513,496,630,99,"1049578","Stichaeopsis nevelskoi","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Stichaeidae","Stichaeinae","Stichaeopsis","Zoarcales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MT935701.1",135,0,0,631,614,497,514,497,631,99,"1317005","Stichaeus fuscus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Stichaeidae","Stichaeinae","Stichaeus","Zoarcales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062696.1",135,0,0,630,613,496,513,496,630,99,"980344","Stichaeus punctatus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Stichaeidae","Stichaeinae","Stichaeus","Zoarcales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MT935700.1",135,0,0,630,613,496,513,496,630,99,"1317009","Xenolumpenus longipterus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Stichaeidae","Lumpeninae","Xenolumpenus","Zoarcales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC689125.1",135,0,0,506,489,372,389,372,506,99,"652442","Inimicus japonicus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Synanceiidae","Choridactylinae","Inimicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MT483698.1",135,0,0,629,612,495,512,495,629,99,"215414","Lycenchelys sarsii","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Zoarcidae","Lycodinae","Lycenchelys","Zoarcales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC685928.1",128,0,1,495,478,368,385,368,495,92,"195643","Pseudorhombus pentophthalmus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pleuronectiformes","Paralichthyidae",NA,"Pseudorhombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC685940.1",135,0,0,500,483,366,383,366,500,99,"143345","Kareius bicoloratus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pleuronectiformes","Pleuronectidae",NA,"Kareius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC706439.1",135,0,0,508,491,374,391,374,508,99,"1456941","Priacanthus sagittarius","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Priacanthiformes","Priacanthidae",NA,"Priacanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC706438.1",135,0,0,508,491,374,391,374,508,99,"1456941","Priacanthus sagittarius","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Priacanthiformes","Priacanthidae",NA,"Priacanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC706437.1",135,0,0,508,491,374,391,374,508,99,"1456941","Priacanthus sagittarius","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Priacanthiformes","Priacanthidae",NA,"Priacanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OV522666.1",135,0,0,548,565,682,665,548,682,99,"99804","Salmo trutta","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Salmoniformes","Salmonidae","Salmoninae","Salmo",NA,NA,NA,NA,NA,"Salmo trutta fario",NA,NA,NA,NA
NA,"OV522665.1",135,0,0,547,564,681,664,547,681,99,"99804","Salmo trutta","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Salmoniformes","Salmonidae","Salmoninae","Salmo",NA,NA,NA,NA,NA,"Salmo trutta fario",NA,NA,NA,NA
NA,"LC685939.1",141,1,0,509,492,369,386,369,509,105,"887134","Rexea prometheoides","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Scombriformes","Gempylidae",NA,"Rexea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062861.1",135,0,0,639,622,505,522,505,639,99,"369902","Trichiurus brevis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Scombriformes","Trichiuridae","Trichiurinae","Trichiurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW694877.1",135,0,0,639,622,505,522,505,639,99,"369902","Trichiurus brevis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Scombriformes","Trichiuridae","Trichiurinae","Trichiurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW719077.1",136,0,0,637,620,502,519,502,637,100,"235211","Trichiurus japonicus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Scombriformes","Trichiuridae","Trichiurinae","Trichiurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW719076.1",136,1,0,637,620,502,519,502,637,100,"487156","Trichiurus lepturus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Scombriformes","Trichiuridae","Trichiurinae","Trichiurus",NA,NA,NA,NA,NA,"Trichiurus lepturus nanhaiensis",NA,NA,NA,NA
NA,"NC_060563.1",133,0,0,638,621,506,523,506,638,97,"2909407","Xiurenbagrus dorsalis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Amblycipitidae",NA,"Xiurenbagrus",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_061908.1",133,0,0,11717,11700,11585,11602,11585,11717,97,"2588702","Pimelodus yuma","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Pimelodidae",NA,"Pimelodus",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"OV522661.1",132,0,0,561,578,692,675,561,692,96,"94993","Silurus glanis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Siluridae",NA,"Silurus",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_061363.1",129,0,0,632,615,504,521,504,632,93,"1194549","Pareuchiloglanis feae","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Sisoridae","Glyptosterninae","Pareuchiloglanis",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_062624.1",145,0,1,669,652,525,542,525,669,109,"1426789","Nemipterus randalli","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Spariformes","Nemipteridae",NA,"Nemipterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC707238.1",135,0,0,630,613,496,513,496,630,99,"1129777","Acanthopagrus pacificus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Spariformes","Sparidae",NA,"Acanthopagrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC689120.1",134,0,0,498,481,365,382,365,498,98,"161460","Hippichthys penicillus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Hippichthys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC685935.1",134,0,0,501,484,368,385,368,501,98,"381883","Ditrema viride","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii",NA,"Embiotocidae",NA,"Ditrema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC685927.1",135,0,0,503,486,369,386,369,503,99,"118565","Pennahia argentata","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii",NA,"Sciaenidae",NA,"Pennahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM154158.1",126,1,0,573,556,448,465,448,573,90,"1273184","Pleurodema cordobae","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Leptodactylidae","Leiuperinae","Pleurodema",NA,NA,"Batrachia","Hyloidea",NA,NA,NA,NA,NA,NA
NA,"MT872666.1",125,0,0,1030,1013,906,923,906,1030,89,"156871","Rana arvalis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Ranidae",NA,"Rana",NA,NA,"Batrachia","Ranoidea",NA,NA,"Rana",NA,NA,NA
NA,"NC_061371.1",125,0,0,832,815,708,725,708,832,89,"909062","Rana hanluica","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Ranidae",NA,"Rana",NA,NA,"Batrachia","Ranoidea",NA,NA,"Rana",NA,NA,NA
NA,"NC_061370.1",125,0,0,831,814,707,724,707,831,89,"133537","Rana longicrus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Ranidae",NA,"Rana",NA,NA,"Batrachia","Ranoidea",NA,NA,"Rana",NA,NA,NA
NA,"LC706451.1",123,0,0,7321,7304,7199,7216,7199,7321,87,"68444","Polypedates leucomystax","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Rhacophoridae","Rhacophorinae","Polypedates",NA,NA,"Batrachia","Ranoidea",NA,NA,NA,NA,NA,NA
NA,"NC_062878.1",126,0,0,7524,7507,7399,7416,7399,7524,90,"462320","Rhacophorus chenfui","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Rhacophoridae","Rhacophorinae","Rhacophorus",NA,NA,"Batrachia","Ranoidea",NA,NA,NA,NA,NA,NA
NA,"NC_062887.1",120,0,0,616,599,497,514,497,616,84,"189295","Paramesotriton fuzhongensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Caudata","Salamandridae","Pleurodelinae","Paramesotriton",NA,NA,"Batrachia","Salamandroidea",NA,NA,NA,NA,NA,NA
NA,"MW544748.1",120,0,0,616,599,497,514,497,616,84,"189295","Paramesotriton fuzhongensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Caudata","Salamandridae","Pleurodelinae","Paramesotriton",NA,NA,"Batrachia","Salamandroidea",NA,NA,NA,NA,NA,NA
NA,"OV839371.1",137,0,0,36104213,36104230,36104349,36104332,36104213,36104349,101,"8957","Accipiter gentilis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Accipitriformes","Accipitridae","Accipitrinae","Accipiter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OV839371.1",137,0,0,36104213,36104230,36104349,36104332,36104213,36104349,101,"8957","Accipiter gentilis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Accipitriformes","Accipitridae","Accipitrinae","Accipiter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OV839371.1",137,0,0,36104213,36104230,36104349,36104332,36104213,36104349,101,"8957","Accipiter gentilis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Accipitriformes","Accipitridae","Accipitrinae","Accipiter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OV839371.1",137,0,0,12424417,12424434,12424553,12424536,12424417,12424553,101,"8957","Accipiter gentilis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Accipitriformes","Accipitridae","Accipitrinae","Accipiter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OV839371.1",137,0,0,12424417,12424434,12424553,12424536,12424417,12424553,101,"8957","Accipiter gentilis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Accipitriformes","Accipitridae","Accipitrinae","Accipiter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OV839371.1",137,0,0,12424417,12424434,12424553,12424536,12424417,12424553,101,"8957","Accipiter gentilis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Accipitriformes","Accipitridae","Accipitrinae","Accipiter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OV839371.1",137,1,0,5992874,5992857,5992738,5992755,5992738,5992874,101,"8957","Accipiter gentilis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Accipitriformes","Accipitridae","Accipitrinae","Accipiter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OV839371.1",137,1,0,5992874,5992857,5992738,5992755,5992738,5992874,101,"8957","Accipiter gentilis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Accipitriformes","Accipitridae","Accipitrinae","Accipiter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OV839371.1",137,1,0,5992874,5992857,5992738,5992755,5992738,5992874,101,"8957","Accipiter gentilis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Accipitriformes","Accipitridae","Accipitrinae","Accipiter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MT880246.1",140,0,0,674,657,535,552,535,674,104,"1233977","Prosobonia leucoptera","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Charadriiformes","Scolopacidae",NA,"Prosobonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062960.1",140,0,0,649,632,510,527,510,649,104,"1233979","Prosobonia parvirostris","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Charadriiformes","Scolopacidae",NA,"Prosobonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MT880247.1",140,0,0,649,632,510,527,510,649,104,"1233979","Prosobonia parvirostris","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Charadriiformes","Scolopacidae",NA,"Prosobonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_062674.1",137,1,0,644,627,508,525,508,644,101,"1464060","Treron sphenurus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Columbiformes","Columbidae",NA,"Treron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_060520.1",138,0,1,653,636,516,533,516,653,102,"8945","Eudynamys scolopaceus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Cuculiformes","Cuculidae",NA,"Eudynamys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM992117.1",137,1,0,651,634,515,532,515,651,101,"302535","Coturnicops noveboracensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Gruiformes","Rallidae",NA,"Coturnicops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM677841.1",138,1,0,14923,14906,14786,14803,14786,14923,102,"766167","Laterallus jamaicensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Gruiformes","Rallidae",NA,"Laterallus",NA,NA,NA,NA,NA,"Laterallus jamaicensis jamaicensis",NA,NA,NA,NA
NA,"OM992118.1",137,0,0,645,628,509,526,509,645,101,"1567148","Rallus obsoletus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Gruiformes","Rallidae",NA,"Rallus",NA,NA,NA,NA,NA,"Rallus obsoletus yumanensis",NA,NA,NA,NA
NA,"NC_060673.1",138,1,0,660,643,523,540,523,660,102,"238863","Garrulax chinensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Passeriformes","Leiothrichidae",NA,"Garrulax",NA,NA,NA,"Sylvioidea",NA,NA,NA,NA,NA,NA
