"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
NA,"MH166795.1",134,1,1,643,626,510,527,510,643
NA,"MH166794.1",134,1,1,643,626,510,527,510,643
NA,"MH166793.1",134,1,1,643,626,510,527,510,643
NA,"MH166792.1",134,1,1,643,626,510,527,510,643
"2095861686","MZ488574.1",134,1,1,642,625,509,526,509,642
"1917172240","MT880605.1",134,1,1,643,626,510,527,510,643
"1871282678","MT410905.1",141,1,1,652,635,512,529,512,652
"1509159245","MG029174.1",134,1,1,643,626,510,527,510,643
"1197014042","KY464954.1",134,1,1,643,626,510,527,510,643
"699046485","KM264313.1",134,1,1,643,626,510,527,510,643
"693583088","KM084865.1",134,1,1,643,626,510,527,510,643
"300676975","GU130608.1",135,1,1,589,572,455,472,455,589
"129279355","EF100179.1",141,1,1,611,594,471,488,471,611
"33317264","AF448031.1",134,1,1,573,556,440,457,440,573
"33317232","AF447999.1",134,1,1,571,554,438,455,438,571
"662034198","KJ741403.1",137,1,1,649,632,513,530,513,649
"1782093842","MN795517.1",133,0,1,133,116,1,16,1,133
"1782093841","MN795516.1",133,0,1,133,116,1,16,1,133
"1393832724","MH248228.1",134,0,3,326,309,193,210,193,326
"1102131002","KU508621.1",134,0,3,642,625,509,526,509,642
"2020640479","MT274572.1",134,1,2,642,625,509,526,509,642
"2017993497","NC_053556.1",134,1,2,642,625,509,526,509,642
"1878348473","NC_049866.1",134,1,2,643,626,510,527,510,643
"1871283157","MT410902.1",134,1,2,645,628,512,529,512,645
"1441458592","MF537044.1",134,1,2,644,627,511,528,511,644
"1324620353","MF374733.1",134,1,2,643,626,510,527,510,643
"1188238172","KY067590.1",134,1,2,645,628,512,529,512,645
"1188238158","KY067589.1",134,1,2,645,628,512,529,512,645
"1188238144","KY067588.1",134,1,2,645,628,512,529,512,645
"1188238130","KY067587.1",134,1,2,645,628,512,529,512,645
"1188238116","KY067586.1",134,1,2,645,628,512,529,512,645
"1188238102","KY067585.1",134,1,2,645,628,512,529,512,645
"1188238088","KY067584.1",134,1,2,645,628,512,529,512,645
"1188238074","KY067583.1",134,1,2,645,628,512,529,512,645
"1188238060","KY067582.1",134,1,2,645,628,512,529,512,645
"1188238046","KY067581.1",134,1,2,645,628,512,529,512,645
"1188238032","KY067580.1",134,1,2,645,628,512,529,512,645
"1188238018","KY067579.1",134,1,2,645,628,512,529,512,645
"1188238004","KY067578.1",134,1,2,645,628,512,529,512,645
"1188237990","KY067577.1",134,1,2,645,628,512,529,512,645
"1188237976","KY067576.1",134,1,2,645,628,512,529,512,645
"1188237962","KY067575.1",134,1,2,645,628,512,529,512,645
"1188237948","KY067574.1",134,1,2,645,628,512,529,512,645
"1188237934","KY067573.1",134,1,2,645,628,512,529,512,645
"1188237920","KY067572.1",134,1,2,645,628,512,529,512,645
"1188237906","KY067571.1",134,1,2,645,628,512,529,512,645
"1188237892","KY067570.1",134,1,2,645,628,512,529,512,645
"1188237878","KY067569.1",134,1,2,645,628,512,529,512,645
"1188237864","KY067568.1",134,1,2,645,628,512,529,512,645
"1188237850","KY067567.1",134,1,2,645,628,512,529,512,645
"1188237836","KY067566.1",134,1,2,645,628,512,529,512,645
"1188237822","KY067565.1",134,1,2,645,628,512,529,512,645
"1188237808","KY067564.1",134,1,2,645,628,512,529,512,645
"1188237794","KY067563.1",134,1,2,645,628,512,529,512,645
"1188237780","KY067562.1",134,1,2,645,628,512,529,512,645
"1188237766","KY067561.1",134,1,2,645,628,512,529,512,645
"1188237752","KY067560.1",134,1,2,645,628,512,529,512,645
"1188237738","KY067559.1",134,1,2,645,628,512,529,512,645
"1188237724","KY067558.1",134,1,2,645,628,512,529,512,645
"1188237710","KY067557.1",134,1,2,645,628,512,529,512,645
"1188237696","KY067556.1",134,1,2,645,628,512,529,512,645
"1188237682","KY067555.1",134,1,2,645,628,512,529,512,645
"1188237668","KY067554.1",134,1,2,645,628,512,529,512,645
"1188237654","KY067553.1",134,1,2,645,628,512,529,512,645
"1188237640","KY067552.1",134,1,2,645,628,512,529,512,645
"1188237626","KY067551.1",134,1,2,645,628,512,529,512,645
"1188237612","KY067550.1",134,1,2,645,628,512,529,512,645
"1188237598","KY067549.1",134,1,2,645,628,512,529,512,645
"1188237584","KY067548.1",134,1,2,645,628,512,529,512,645
"1188237570","KY067547.1",134,1,2,645,628,512,529,512,645
"1188237556","KY067546.1",134,1,2,645,628,512,529,512,645
"1188237542","KY067545.1",134,1,2,645,628,512,529,512,645
"1188237528","KY067544.1",134,1,2,645,628,512,529,512,645
"1188237514","KY067543.1",134,1,2,645,628,512,529,512,645
"1188237500","KY067542.1",134,1,2,645,628,512,529,512,645
"1188237486","KY067541.1",134,1,2,645,628,512,529,512,645
"1188237472","KY067540.1",134,1,2,645,628,512,529,512,645
"1188237458","KY067539.1",134,1,2,645,628,512,529,512,645
"1188237444","KY067538.1",134,1,2,645,628,512,529,512,645
"1188237430","KY067537.1",134,1,2,645,628,512,529,512,645
"1188237416","KY067536.1",134,1,2,645,628,512,529,512,645
"1188237402","KY067535.1",134,1,2,645,628,512,529,512,645
"1188237388","KY067534.1",134,1,2,645,628,512,529,512,645
"1188237374","KY067533.1",134,1,2,645,628,512,529,512,645
"1188237360","KY067532.1",134,1,2,645,628,512,529,512,645
"1188237346","KY067531.1",134,1,2,645,628,512,529,512,645
"1188237332","KY067530.1",134,1,2,645,628,512,529,512,645
"1188237318","KY067529.1",134,1,2,645,628,512,529,512,645
"1188237304","KY067528.1",134,1,2,645,628,512,529,512,645
"1188237290","KY067527.1",134,1,2,645,628,512,529,512,645
"1188237276","KY067526.1",134,1,2,645,628,512,529,512,645
"1188237262","KY067525.1",134,1,2,645,628,512,529,512,645
"1188237248","KY067524.1",134,1,2,645,628,512,529,512,645
"1188237234","KY067523.1",134,1,2,645,628,512,529,512,645
"1188237220","KY067522.1",134,1,2,645,628,512,529,512,645
"1188237206","KY067521.1",134,1,2,645,628,512,529,512,645
"1188237192","KY067520.1",134,1,2,645,628,512,529,512,645
"1188237178","KY067519.1",134,1,2,645,628,512,529,512,645
"1188237164","KY067518.1",134,1,2,645,628,512,529,512,645
"1188237150","KY067517.1",134,1,2,645,628,512,529,512,645
"1188237136","KY067516.1",134,1,2,645,628,512,529,512,645
"1188237122","KY067515.1",134,1,2,645,628,512,529,512,645
"1188237108","KY067514.1",134,1,2,645,628,512,529,512,645
"1188237094","KY067513.1",134,1,2,645,628,512,529,512,645
"1188237080","KY067512.1",134,1,2,645,628,512,529,512,645
"1188237066","KY067511.1",134,1,2,645,628,512,529,512,645
"1188237052","KY067510.1",134,1,2,645,628,512,529,512,645
"1188237038","KY067509.1",134,1,2,645,628,512,529,512,645
"1188237024","KY067508.1",134,1,2,645,628,512,529,512,645
"1188237010","KY067507.1",134,1,2,645,628,512,529,512,645
"1188236996","KY067506.1",134,1,2,645,628,512,529,512,645
"1188236982","KY067505.1",134,1,2,645,628,512,529,512,645
"1188236968","KY067504.1",134,1,2,645,628,512,529,512,645
"1188236954","KY067503.1",134,1,2,645,628,512,529,512,645
"1188236940","KY067502.1",134,1,2,645,628,512,529,512,645
"1188236926","KY067501.1",134,1,2,645,628,512,529,512,645
"1188236912","KY067500.1",134,1,2,645,628,512,529,512,645
"1188236898","KY067499.1",134,1,2,645,628,512,529,512,645
"1188236884","KY067498.1",134,1,2,645,628,512,529,512,645
"1188236870","KY067497.1",134,1,2,645,628,512,529,512,645
"1188236856","KY067496.1",134,1,2,645,628,512,529,512,645
"1188236842","KY067495.1",134,1,2,645,628,512,529,512,645
"1188236828","KY067494.1",134,1,2,645,628,512,529,512,645
"1188236814","KY067493.1",134,1,2,645,628,512,529,512,645
"1188236800","KY067492.1",134,1,2,645,628,512,529,512,645
"1188236786","KY067491.1",134,1,2,645,628,512,529,512,645
"1188236772","KY067490.1",134,1,2,645,628,512,529,512,645
"1188236758","KY067489.1",134,1,2,645,628,512,529,512,645
"1188236744","KY067488.1",134,1,2,645,628,512,529,512,645
"1188236730","KY067487.1",134,1,2,645,628,512,529,512,645
"1188236716","KY067486.1",134,1,2,645,628,512,529,512,645
"1188236702","KY067485.1",134,1,2,645,628,512,529,512,645
"1188236688","KY067484.1",134,1,2,645,628,512,529,512,645
"1188236674","KY067483.1",134,1,2,645,628,512,529,512,645
"1188236660","KY067482.1",134,1,2,645,628,512,529,512,645
"1188236646","KY067481.1",134,1,2,645,628,512,529,512,645
"1188236632","KY067480.1",134,1,2,645,628,512,529,512,645
"1188236618","KY067479.1",134,1,2,645,628,512,529,512,645
"1188236604","KY067478.1",134,1,2,645,628,512,529,512,645
"1188236590","KY067477.1",134,1,2,645,628,512,529,512,645
"1188236576","KY067476.1",134,1,2,645,628,512,529,512,645
"1188236562","KY067475.1",134,1,2,645,628,512,529,512,645
"1188236548","KY067474.1",134,1,2,645,628,512,529,512,645
"1188236534","KY067473.1",134,1,2,645,628,512,529,512,645
"1188236520","KY067472.1",134,1,2,645,628,512,529,512,645
"1188236506","KY067471.1",134,1,2,645,628,512,529,512,645
"1188236492","KY067470.1",134,1,2,645,628,512,529,512,645
"1188236478","KY067469.1",134,1,2,645,628,512,529,512,645
"1188236464","KY067468.1",134,1,2,645,628,512,529,512,645
"1188236450","KY067467.1",134,1,2,645,628,512,529,512,645
"1188236436","KY067466.1",134,1,2,645,628,512,529,512,645
"1135451676","KX610464.1",134,1,2,645,628,512,529,512,645
"1125231533","KX389266.1",134,1,2,645,628,512,529,512,645
"746589921","KM597489.1",134,1,2,642,625,509,526,509,642
"745749160","KM575726.1",134,1,2,639,622,506,523,506,639
"700275310","KM096989.1",134,1,2,641,624,508,525,508,641
"700275296","KM096988.1",134,1,2,640,623,507,524,507,640
"700275282","KM096987.1",134,1,2,641,624,508,525,508,641
"700275268","KM096986.1",134,1,2,641,624,508,525,508,641
"700275254","KM096985.1",134,1,2,641,624,508,525,508,641
"700275240","KM096984.1",134,1,2,641,624,508,525,508,641
"700275226","KM096983.1",134,1,2,641,624,508,525,508,641
"700275212","KM096982.1",134,1,2,641,624,508,525,508,641
"700275198","KM096981.1",134,1,2,640,623,507,524,507,640
"700275184","KM096980.1",134,1,2,641,624,508,525,508,641
"700275170","KM096979.1",134,1,2,641,624,508,525,508,641
"700275156","KM096978.1",134,1,2,641,624,508,525,508,641
"700275142","KM096977.1",134,1,2,641,624,508,525,508,641
"700275128","KM096976.1",134,1,2,641,624,508,525,508,641
"700275114","KM096975.1",134,1,2,641,624,508,525,508,641
"700275100","KM096974.1",134,1,2,641,624,508,525,508,641
"700275086","KM096973.1",134,1,2,641,624,508,525,508,641
"700275072","KM096972.1",134,1,2,641,624,508,525,508,641
"700275058","KM096971.1",134,1,2,641,624,508,525,508,641
"700275044","KM096970.1",134,1,2,641,624,508,525,508,641
"700275030","KM096969.1",134,1,2,640,623,507,524,507,640
"628820329","KJ616742.1",134,1,2,644,627,511,528,511,644
"2131187842","MZ923833.1",134,1,2,644,627,511,528,511,644
"2131187828","MZ923832.1",134,1,2,645,628,512,529,512,645
"2131187814","MZ923831.1",134,1,2,645,628,512,529,512,645
"586946454","KF991387.1",134,1,2,641,624,508,525,508,641
"557161640","KF597303.1",134,1,2,641,624,508,525,508,641
"546351348","KF412639.1",134,1,2,642,625,509,526,509,642
"523500936","KF361861.1",134,1,2,645,628,512,529,512,645
"523500894","KF020876.1",134,1,2,643,626,510,527,510,643
"519123124","KC914387.1",134,1,2,645,628,512,529,512,645
"491649769","KC757415.1",134,1,2,642,625,509,526,509,642
"300676967","GU130600.1",134,1,2,588,571,455,472,455,588
"126095415","EF081281.1",134,1,2,603,586,470,487,470,603
"37722034","AY147896.1",134,1,2,616,599,483,500,483,616
"37722033","AY147895.1",134,1,2,620,603,487,504,487,620
"37722032","AY147894.1",134,1,2,616,599,483,500,483,616
"37722030","AY147892.1",134,1,2,611,594,478,495,478,611
"33317259","AF448026.1",132,1,2,574,557,443,460,443,574
"33317222","AF447989.1",134,1,2,569,552,436,453,436,569
NA,"LC146087.2",138,2,1,516,499,379,396,379,516
NA,"NC_059938.1",138,2,1,652,635,515,532,515,652
"2119746779","OK104094.1",138,2,1,650,633,513,530,513,650
"1515576518","MH377803.1",138,2,1,330,313,193,210,193,330
"1393832732","MH248236.1",138,2,1,328,311,191,208,191,328
"628820343","KJ617038.1",138,2,1,649,632,512,529,512,649
"1782093859","MN795534.1",132,0,1,132,115,1,15,1,132
"1782093856","MN795531.1",133,0,1,133,116,1,15,1,133
"1782093849","MN795524.1",131,0,1,131,114,1,15,1,131
"1782093843","MN795518.1",132,0,1,132,115,1,15,1,132
NA,"LC647029.1",134,2,2,639,622,506,523,506,639
"347349328","JF773761.1",134,2,2,482,465,349,366,349,482
"1782974359","MN814041.1",132,0,1,132,115,1,14,1,132
"1782093861","MN795536.1",131,0,1,131,114,1,14,1,131
"1782093857","MN795532.1",132,0,1,132,115,1,14,1,132
"1782093852","MN795527.1",132,0,1,132,115,1,14,1,132
"1782093847","MN795522.1",131,0,1,131,114,1,14,1,131
"491649741","KC702506.1",134,3,2,639,622,506,523,506,639
