"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","database","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
NA,"OM719708.1",137,0,0,630,613,494,511,494,630,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719707.1",137,0,0,643,626,507,524,507,643,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719706.1",137,0,0,600,583,464,481,464,600,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719705.1",137,0,0,644,627,508,525,508,644,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719704.1",137,0,0,646,629,510,527,510,646,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719703.1",137,0,0,646,629,510,527,510,646,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719702.1",137,0,0,646,629,510,527,510,646,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719701.1",137,0,0,645,628,509,526,509,645,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719700.1",137,0,0,646,629,510,527,510,646,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719699.1",137,0,0,645,628,509,526,509,645,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719698.1",137,0,0,646,629,510,527,510,646,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719697.1",137,0,0,641,624,505,522,505,641,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719696.1",137,0,0,635,618,499,516,499,635,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719695.1",137,0,0,589,572,453,470,453,589,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719694.1",137,0,0,638,621,502,519,502,638,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719693.1",137,0,0,636,619,500,517,500,636,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719692.1",137,0,0,587,570,451,468,451,587,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719691.1",137,0,0,645,628,509,526,509,645,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719690.1",137,0,0,607,590,471,488,471,607,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719689.1",137,0,0,610,593,474,491,474,610,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719688.1",137,0,0,645,628,509,526,509,645,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719687.1",137,0,0,583,566,447,464,447,583,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719686.1",137,0,0,646,629,510,527,510,646,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719685.1",137,0,0,644,627,508,525,508,644,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719684.1",137,0,0,646,629,510,527,510,646,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719683.1",137,0,0,645,628,509,526,509,645,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719682.1",137,0,0,611,594,475,492,475,611,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719681.1",137,0,0,638,621,502,519,502,638,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719680.1",137,0,0,631,614,495,512,495,631,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719679.1",137,0,0,644,627,508,525,508,644,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719678.1",137,0,0,632,615,496,513,496,632,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719677.1",137,0,0,635,618,499,516,499,635,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719676.1",137,0,0,639,622,503,520,503,639,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719675.1",137,0,0,645,628,509,526,509,645,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719674.1",137,0,0,632,615,496,513,496,632,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719673.1",137,0,0,644,627,508,525,508,644,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719672.1",137,0,0,646,629,510,527,510,646,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719671.1",137,0,0,645,628,509,526,509,645,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM719670.1",137,0,0,645,628,509,526,509,645,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ043820.1",125,0,0,7153,7136,7029,7046,7029,7153,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ043818.1",138,0,0,652,635,515,532,515,652,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ014548.1",136,0,0,629,612,494,511,494,629,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON041156.1",136,0,0,636,619,501,518,501,636,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883541.1",137,0,0,564,547,428,445,428,564,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883540.1",137,0,0,616,599,480,497,480,616,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883539.1",137,0,0,643,626,507,524,507,643,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883538.1",137,0,0,643,626,507,524,507,643,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883536.1",137,0,0,643,626,507,524,507,643,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883535.1",137,0,0,641,624,505,522,505,641,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883534.1",137,0,0,643,626,507,524,507,643,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883533.1",137,0,0,643,626,507,524,507,643,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883532.1",137,0,0,643,626,507,524,507,643,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883531.1",137,0,0,624,607,488,505,488,624,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883530.1",137,0,0,632,615,496,513,496,632,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883529.1",137,0,0,722,705,586,603,586,722,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW883528.1",137,0,0,721,704,585,602,585,721,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ128788.1",139,0,0,592,575,454,471,454,592,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ128787.1",139,0,0,622,605,484,501,484,622,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ128786.1",139,0,0,617,600,479,496,479,617,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ128785.1",139,0,0,621,604,483,500,483,621,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ128784.1",139,0,0,642,625,504,521,504,642,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ128783.1",139,0,0,635,618,497,514,497,635,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ128782.1",139,0,0,594,577,456,473,456,594,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ128781.1",139,0,0,608,591,470,487,470,608,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ128780.1",139,0,0,633,616,495,512,495,633,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ087698.1",136,0,0,912,895,777,794,777,912,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ087697.1",136,0,0,951,934,816,833,816,951,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ087696.1",136,0,0,961,944,826,843,826,961,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ087695.1",136,0,0,961,944,826,843,826,961,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MZ087694.1",136,0,0,978,961,843,860,843,978,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC458188.2",134,0,0,504,487,371,388,371,504,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC193343.2",134,0,0,504,487,371,388,371,504,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM162160.1",135,0,0,1882,1865,1748,1765,1748,1882,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW632113.1",135,0,0,628,611,494,511,494,628,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW632112.1",135,0,0,628,611,494,511,494,628,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW632111.1",135,0,0,628,611,494,511,494,628,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW632110.1",135,0,0,628,611,494,511,494,628,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW632109.1",135,0,0,628,611,494,511,494,628,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW632108.1",135,0,0,628,611,494,511,494,628,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW632107.1",135,0,0,628,611,494,511,494,628,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW632106.1",135,0,0,628,611,494,511,494,628,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW632105.1",135,0,0,628,611,494,511,494,628,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW632104.1",135,0,0,628,611,494,511,494,628,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_064527.1",135,0,0,637,620,503,520,503,637,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7PNV_A",137,0,0,561,544,425,442,425,561,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7PNT_A",137,0,0,561,544,425,442,425,561,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC715470.1",135,0,0,500,483,366,383,366,500,"nt",2044308,"Gymnocranius obesus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Spariformes","Lethrinidae","Monotaxinae","Gymnocranius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC715468.1",135,0,0,500,483,366,383,366,500,"nt",143350,"Pagrus major","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Spariformes","Sparidae",NA,"Pagrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC715467.1",135,0,0,503,486,369,386,369,503,"nt",261199,"Rhinogobius sp. OR","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Rhinogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC715466.1",135,0,0,499,482,365,382,365,499,"nt",1003767,"Oxyporhamphus micropterus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Beloniformes","Hemiramphidae",NA,"Oxyporhamphus",NA,NA,"Atherinomorphae",NA,NA,"Oxyporhamphus micropterus micropterus",NA,NA,NA,NA
NA,"LC715464.1",134,0,0,501,484,368,385,368,501,"nt",1828435,"Lethrinus amboinensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Spariformes","Lethrinidae","Lethrininae","Lethrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC715463.1",135,0,0,505,488,371,388,371,505,"nt",270568,"Platycephalus indicus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Platycephalidae",NA,"Platycephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC715462.1",136,0,0,503,486,368,385,368,503,"nt",255296,"Gymnogobius castaneus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Gymnogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC715461.1",136,0,0,503,486,368,385,368,503,"nt",255295,"Gymnogobius heptacanthus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Gymnogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC715460.1",136,0,0,503,486,368,385,368,503,"nt",255295,"Gymnogobius heptacanthus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Gymnogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC714913.1",137,0,0,662,645,526,543,526,662,"nt",146617,"Phalacrocorax capillatus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Pelecaniformes","Phalacrocoracidae",NA,"Phalacrocorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_064196.1",136,0,0,631,614,496,513,496,631,"nt",2946512,"Alouatta juara","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064195.1",136,0,0,629,612,494,511,494,629,"nt",30590,"Alouatta belzebul","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064194.1",136,0,0,629,612,494,511,494,629,"nt",9509,"Ateles geoffroyi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064193.1",136,0,0,630,613,495,512,495,630,"nt",30589,"Alouatta palliata","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064192.1",136,0,0,629,612,494,511,494,629,"nt",1529884,"Ateles marginatus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064191.1",136,0,0,629,612,494,511,494,629,"nt",9510,"Ateles paniscus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064190.1",136,0,0,629,612,494,511,494,629,"nt",118643,"Ateles chamek","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064189.1",136,0,0,629,612,494,511,494,629,"nt",2905217,"Alouatta discolor","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064188.1",136,0,0,629,612,494,511,494,629,"nt",1347729,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,"Alouatta seniculus puruensis",NA,NA,"Platyrrhini",NA
NA,"NC_064187.1",136,0,0,629,612,494,511,494,629,"nt",198115,"Alouatta macconnelli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064186.1",136,0,0,629,612,494,511,494,629,"nt",183328,"Alouatta guariba","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,"Alouatta guariba clamitans",NA,NA,"Platyrrhini",NA
NA,"NC_064185.1",136,0,0,629,612,494,511,494,629,"nt",9502,"Alouatta caraya","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064183.1",136,0,0,629,612,494,511,494,629,"nt",2946522,"Saimiri macrodon","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Saimiriinae","Saimiri","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064182.1",136,0,0,628,611,493,510,493,628,"nt",2946521,"Saimiri cassiquiarensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Saimiriinae","Saimiri","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064181.1",136,0,0,630,613,495,512,495,630,"nt",9487,"Leontocebus fuscicollis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Callitrichinae","Leontocebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064180.1",136,0,0,628,611,493,510,493,628,"nt",9488,"Saguinus mystax","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Callitrichinae","Saguinus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064177.1",136,0,0,629,612,494,511,494,629,"nt",343424,"Leontocebus fuscicollis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Callitrichinae","Leontocebus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Leontocebus fuscicollis weddelli",NA,NA,"Platyrrhini",NA
NA,"NC_064176.1",136,0,0,628,611,493,510,493,628,"nt",37588,"Saguinus bicolor","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Callitrichinae","Saguinus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064175.1",136,0,0,626,609,491,508,491,626,"nt",9482,"Mico argentatus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Callitrichinae","Mico","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064174.1",136,0,0,627,610,492,509,492,627,"nt",52232,"Mico humeralifer","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Callitrichinae","Mico","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064173.1",136,0,0,629,612,494,511,494,629,"nt",70928,"Saimiri oerstedii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Saimiriinae","Saimiri","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
